id,filtered_words,features,label_indexed
R010,"[individual, program, lay, real, letter, suggest., watch, suffer, push, meet, water., perform, past, street, foot, around., experts, discuss, ongoing, developments, election.]","(262144,[17361,40774,41348,70292,72462,76285,136933,138667,141306,153524,155607,157270,170530,174475,177466,192742,196975,198132,229604,237210,250555],[4.830311739964974,5.117993812416755,2.7508701982851385,3.7316994512968646,0.6871770135734415,4.270695952029551,5.117993812416755,4.137164559405029,4.270695952029551,3.914021008090819,3.8187108282864943,3.8187108282864943,4.607168188650764,3.8187108282864943,0.691153161953081,0.6832166123573445,0.691153161953081,4.270695952029551,4.137164559405029,3.914021008090819,4.607168188650764])",1.0
R211,"[smile, choice, attack, general, case, couple., save, public, answer, rather., idea, item, cover, open, develop., experts, discuss, ongoing, developments, policy.]","(262144,[12036,35501,59317,72462,82035,111053,113241,122832,127702,157865,169527,174506,177466,185928,192310,192742,196975,199496,230087,245420],[5.117993812416755,4.019381523748645,4.019381523748645,0.6871770135734415,4.137164559405029,5.523458920524919,4.42484663185681,2.8154087194227095,4.830311739964974,4.019381523748645,4.019381523748645,3.0385522707369192,0.691153161953081,4.270695952029551,4.42484663185681,0.6832166123573445,0.691153161953081,4.607168188650764,4.830311739964974,4.137164559405029])",1.0
F204,"[weight, reason, movie, beautiful., —, shocking, claims, miracle, drug, surface, internet.]","(262144,[3665,35623,38426,68404,76162,131016,157120,193222,198400,205460,210223],[0.6871770135734415,0.691153161953081,0.691153161953081,4.42484663185681,0.691153161953081,3.125563647726549,3.8187108282864943,4.607168188650764,0.691153161953081,2.849310271098391,3.8187108282864943])",0.0
F168,"[ready, visit, week, everything, share, mission., away, across, bar, avoid, identify, project., —, shocking, claims, miracle, drug, surface, internet.]","(262144,[3665,9129,35623,38426,64859,76162,84796,111892,123940,131016,142418,145229,145865,187359,196946,198400,205460,206426,219709],[0.6871770135734415,4.137164559405029,0.691153161953081,0.691153161953081,4.019381523748645,0.691153161953081,4.42484663185681,4.270695952029551,4.137164559405029,3.125563647726549,4.137164559405029,4.830311739964974,5.117993812416755,4.137164559405029,4.42484663185681,0.691153161953081,2.849310271098391,4.019381523748645,3.914021008090819])",0.0
R011,"[travel, agent, improve, go, ok, quickly., consider, mention, price, successful., experts, discuss, ongoing, developments, public, health.]","(262144,[3114,25337,30539,33400,40872,43600,72462,134392,148675,174506,177466,183547,192742,196975,198197,201386],[4.830311739964974,3.577548771469606,3.125563647726549,4.270695952029551,3.8187108282864943,5.523458920524919,0.6871770135734415,4.137164559405029,4.137164559405029,3.0385522707369192,0.691153161953081,4.607168188650764,0.6832166123573445,0.691153161953081,4.270695952029551,4.270695952029551])",1.0
R232,"[camera, answer, attack., statement, pay, matter., exist, husband, production., prepare, remember, specific, daughter, able, plant., experts, discuss, ongoing, developments, climate, change.]","(262144,[120,21161,62427,72462,73499,82035,82464,84738,101464,133406,169802,173511,177466,185509,192742,196975,196997,234955,239713,250984,257866],[5.117993812416755,4.019381523748645,4.607168188650764,0.6871770135734415,2.7508701982851385,4.137164559405029,5.523458920524919,4.42484663185681,4.137164559405029,4.270695952029551,5.117993812416755,4.270695952029551,0.691153161953081,2.849310271098391,0.6832166123573445,0.691153161953081,4.42484663185681,4.830311739964974,3.914021008090819,4.42484663185681,4.019381523748645])",1.0
R042,"[book, scientist, among, experience, black., difference, price, impact, red, responsibility, speech, action, us., really, billion, tonight, responsibility., experts, discuss, ongoing, developments, public, health.]","(262144,[3834,10564,19451,30539,46806,55875,62242,72462,73853,92419,109858,132447,160334,174506,177466,179812,189113,192742,196975,201386,216850,229264,257017],[4.137164559405029,4.019381523748645,5.523458920524919,3.125563647726549,3.914021008090819,4.019381523748645,4.137164559405029,0.6871770135734415,4.42484663185681,5.117993812416755,4.42484663185681,5.523458920524919,4.270695952029551,3.0385522707369192,0.691153161953081,4.607168188650764,4.270695952029551,0.6832166123573445,0.691153161953081,4.270695952029551,5.117993812416755,4.42484663185681,3.6516567436233283])",1.0
F182,"[war, church, season, notice, itself., fine, listen, real, democratic, couple, news, determine., hour, despite, heavy, require., —, shocking, claims, hoax, surface, internet.]","(262144,[1797,3665,27630,35623,38426,49185,55270,76162,92726,93488,94101,98431,101641,118617,128317,153174,174475,198400,205397,243983,245572,245951],[4.270695952029551,0.6871770135734415,5.117993812416755,0.691153161953081,0.691153161953081,4.137164559405029,4.270695952029551,0.691153161953081,4.607168188650764,5.117993812416755,4.830311739964974,3.914021008090819,2.60568818844064,3.914021008090819,4.137164559405029,4.270695952029551,3.8187108282864943,0.691153161953081,4.270695952029551,4.270695952029551,5.117993812416755,4.137164559405029])",0.0
F036,"[across, product, rich., ready, build, real, feeling, skin., part, tree, north., —, shocking, claims, miracle, drug, surface, internet.]","(262144,[3665,8804,35623,38426,52879,62070,76162,131016,137733,142418,169810,174475,193711,198400,205460,209090,219709,259282],[0.6871770135734415,4.270695952029551,0.691153161953081,0.691153161953081,4.270695952029551,4.830311739964974,0.691153161953081,3.125563647726549,4.019381523748645,4.137164559405029,5.523458920524919,3.8187108282864943,4.019381523748645,0.691153161953081,2.849310271098391,5.117993812416755,3.914021008090819,5.523458920524919])",0.0
F068,"[near, part, carry., start, itself., language, best, throw, skill., generation, behind., —, shocking, claims, secret, cure, surface, internet.]","(262144,[3665,8804,16004,27630,35623,38426,48885,51487,76162,92891,93793,116836,150278,166027,198400,248361,250372,257347],[0.6871770135734415,4.270695952029551,3.914021008090819,5.117993812416755,0.691153161953081,0.691153161953081,4.270695952029551,4.830311739964974,0.691153161953081,2.5530444549552183,5.523458920524919,4.019381523748645,4.019381523748645,4.830311739964974,0.691153161953081,4.830311739964974,2.5530444549552183,4.137164559405029])",0.0
R015,"[much, thought, personal, movie., chance, indicate, near, local, huge, study, carry., experts, discuss, ongoing, developments, election.]","(262144,[41348,45190,72176,72462,76764,115587,129941,133834,142343,150278,177466,188235,192742,196975,198836,248361],[2.7508701982851385,4.42484663185681,4.137164559405029,0.6871770135734415,4.137164559405029,3.8187108282864943,4.42484663185681,4.019381523748645,3.914021008090819,4.019381523748645,0.691153161953081,4.42484663185681,0.6832166123573445,0.691153161953081,4.019381523748645,4.830311739964974])",1.0
R147,"[take, arrive, indeed, present, national., tax, seat, write, follow, husband, represent., available, draw, offer., experts, discuss, ongoing, developments, climate, change.]","(262144,[25615,31315,55639,72462,73499,118642,143990,146341,177466,184523,185509,192742,196975,204971,213767,216975,221223,235778,245522,250984],[4.137164559405029,4.830311739964974,4.270695952029551,0.6871770135734415,2.7508701982851385,5.523458920524919,4.42484663185681,4.019381523748645,0.691153161953081,4.137164559405029,2.849310271098391,0.6832166123573445,0.691153161953081,4.607168188650764,4.42484663185681,4.137164559405029,4.137164559405029,5.117993812416755,4.137164559405029,4.42484663185681])",1.0
F198,"[describe, stay., local, hard, interesting, laugh., —, shocking, claims, government, cover-up, surface, internet.]","(262144,[2437,3665,35623,38426,56627,76162,131849,132517,138845,198400,198836,201526,234706],[4.137164559405029,0.6871770135734415,0.691153161953081,0.691153161953081,2.8844015909096608,0.691153161953081,5.523458920524919,2.997730276216664,4.270695952029551,0.691153161953081,4.019381523748645,5.523458920524919,4.137164559405029])",0.0
R081,"[late, imagine, say., like, return, like, lawyer, color., experts, discuss, ongoing, developments, climate, change.]","(262144,[22373,40542,68727,72462,73499,85085,177466,185509,192742,196975,208258,218027,261675],[4.019381523748645,5.523458920524919,4.42484663185681,0.6871770135734415,2.7508701982851385,3.6516567436233283,0.691153161953081,2.849310271098391,0.6832166123573445,0.691153161953081,8.84969326371362,5.117993812416755,4.137164559405029])",1.0
F050,"[court, meeting, positive., moment, century, difficult., person, chair, guy, education, dark, bit, thing., —, shocking, claims, aliens, surface, internet.]","(262144,[3665,31064,35623,38426,76162,78820,132505,137151,137765,152049,161102,178266,182329,198400,229305,237377,245289,251610,261689],[0.6871770135734415,4.019381523748645,0.691153161953081,0.691153161953081,0.691153161953081,4.607168188650764,4.607168188650764,4.607168188650764,4.270695952029551,3.914021008090819,4.019381523748645,2.958509563063383,4.270695952029551,0.691153161953081,4.42484663185681,4.137164559405029,5.523458920524919,4.42484663185681,4.830311739964974])",0.0
F162,"[million, system, poor, street, mr, human., support, simply., —, shocking, claims, celebrity, scandal, surface, internet.]","(262144,[3665,25838,35623,37927,38426,55307,70292,76162,85735,97543,105232,160860,177817,181561,198400],[0.6871770135734415,2.849310271098391,0.691153161953081,5.523458920524919,0.691153161953081,4.019381523748645,3.7316994512968646,0.691153161953081,4.137164559405029,4.607168188650764,4.830311739964974,4.019381523748645,4.019381523748645,2.849310271098391,0.691153161953081])",0.0
R028,"[painting, close, simple, late., daughter, morning, risk, could., seem, fine, thank, human, crime., experts, discuss, ongoing, developments, technology, breakthrough.]","(262144,[10049,56956,57226,72462,81783,99334,106964,131672,134303,163449,173511,177466,192394,192742,195459,196975,222039,237388,245951],[4.42484663185681,2.579019941358479,4.42484663185681,0.6871770135734415,3.8187108282864943,5.523458920524919,5.117993812416755,4.137164559405029,4.42484663185681,3.914021008090819,4.270695952029551,0.691153161953081,4.137164559405029,0.6832166123573445,2.7200985396183848,0.691153161953081,5.117993812416755,4.137164559405029,4.137164559405029])",1.0
R195,"[goal, front, expert, system., experts, discuss, ongoing, developments, budget, report.]","(262144,[30600,68657,72462,78646,177466,192742,195055,196975,218360,247026],[2.661258039595451,4.137164559405029,0.6871770135734415,5.117993812416755,0.691153161953081,0.6832166123573445,2.5530444549552183,0.691153161953081,3.7316994512968646,3.6516567436233283])",1.0
F116,"[light, boy, recognize, together, major, region., —, shocking, claims, aliens, surface, internet.]","(262144,[3665,35623,38426,50197,69949,76162,109208,147224,151058,173483,178266,198400],[0.6871770135734415,0.691153161953081,0.691153161953081,4.607168188650764,4.137164559405029,0.691153161953081,4.42484663185681,4.019381523748645,4.607168188650764,4.137164559405029,2.958509563063383,0.691153161953081])",0.0
R018,"[western, ok, base, garden., religious, draw, wind, artist, career, far., experts, discuss, ongoing, developments, research.]","(262144,[17132,72462,93722,94635,100466,119246,137448,152963,177466,192742,195421,196975,198197,221223,242661],[3.914021008090819,0.6871770135734415,2.8844015909096608,5.117993812416755,4.137164559405029,4.830311739964974,4.830311739964974,3.8187108282864943,0.691153161953081,0.6832166123573445,4.019381523748645,0.691153161953081,4.270695952029551,4.137164559405029,4.270695952029551])",1.0
F073,"[process, get, follow, us, consider, subject, condition., put, suffer, feel., condition, hard, sound, church, whatever, television, production, allow., —, shocking, claims, immortal, jellyfish, surface, internet.]","(262144,[2437,3665,32817,33400,35623,36319,38426,49217,50777,52306,75611,76162,77751,84640,109156,118617,148546,155607,166372,183375,189734,198400,213767,248200,252722],[4.137164559405029,0.6871770135734415,4.019381523748645,4.270695952029551,0.691153161953081,4.270695952029551,0.691153161953081,4.607168188650764,4.607168188650764,2.7508701982851385,5.117993812416755,0.691153161953081,4.42484663185681,3.8187108282864943,4.137164559405029,3.914021008090819,4.607168188650764,3.8187108282864943,2.7508701982851385,3.914021008090819,4.270695952029551,0.691153161953081,4.42484663185681,3.7316994512968646,4.42484663185681])",0.0
F059,"[attention, everything, help, central, address., analysis, participant, chance, different, today., thus, sell, church, smile, present, white., —, shocking, claims, miracle, drug, surface, internet.]","(262144,[3665,23832,35623,38426,76162,84644,118617,123445,123940,125275,131016,133834,141792,150224,156125,157865,198400,201547,205460,210090,216308,239859,245522],[0.6871770135734415,4.42484663185681,0.691153161953081,0.691153161953081,0.691153161953081,4.137164559405029,3.914021008090819,3.914021008090819,4.137164559405029,5.523458920524919,3.125563647726549,4.019381523748645,4.42484663185681,4.42484663185681,5.523458920524919,4.019381523748645,0.691153161953081,4.019381523748645,2.849310271098391,5.117993812416755,4.019381523748645,4.270695952029551,4.137164559405029])",0.0
R078,"[everyone, put, idea, cultural, leader, maintain, foreign, reduce., enter, arrive, language, high, parent, without., child, thank, task, collection, write., experts, discuss, ongoing, developments, budget, report.]","(262144,[21996,30600,37101,39683,50223,72462,77751,79697,81783,86971,102921,116836,120806,127702,136020,159884,177466,192742,195055,196975,216975,235517,235665,244988,261070],[4.830311739964974,2.661258039595451,4.270695952029551,4.830311739964974,4.607168188650764,0.6871770135734415,4.42484663185681,4.42484663185681,3.8187108282864943,4.42484663185681,4.830311739964974,4.019381523748645,4.137164559405029,4.830311739964974,4.830311739964974,4.42484663185681,0.691153161953081,0.6832166123573445,2.5530444549552183,0.691153161953081,4.137164559405029,4.607168188650764,4.137164559405029,5.117993812416755,4.607168188650764])",1.0
F216,"[article, mrs, many, beat, present., appear, nearly, minute, direction, later, experience, center., —, shocking, claims, secret, cure, surface, internet.]","(262144,[3665,6034,35623,38426,46879,55875,61734,76150,76162,92891,111229,137415,167466,181001,193920,198400,216200,245044,250372],[0.6871770135734415,4.019381523748645,0.691153161953081,0.691153161953081,5.117993812416755,4.019381523748645,4.019381523748645,4.137164559405029,0.691153161953081,2.5530444549552183,4.607168188650764,4.137164559405029,4.830311739964974,4.137164559405029,4.607168188650764,0.691153161953081,5.523458920524919,3.914021008090819,2.5530444549552183])",0.0
F206,"[material, fly, operation, attorney, health, cold, right., ever, sometimes, result, thousand, owner, business, since, hot., magazine, attention, travel, action, building, trade., —, shocking, claims, celebrity, scandal, surface, internet.]","(262144,[3665,11470,23832,24016,25337,25838,35623,38426,39928,53933,62245,72165,76162,90428,109509,116782,122452,126783,140466,181561,198400,203802,206397,210238,220194,233967,254543,257017],[0.6871770135734415,4.830311739964974,4.42484663185681,4.270695952029551,3.577548771469606,2.849310271098391,0.691153161953081,0.691153161953081,4.019381523748645,4.830311739964974,4.607168188650764,4.019381523748645,0.691153161953081,4.270695952029551,4.607168188650764,3.8187108282864943,5.523458920524919,4.137164559405029,4.830311739964974,2.849310271098391,0.691153161953081,4.607168188650764,4.270695952029551,3.8187108282864943,4.019381523748645,4.270695952029551,4.270695952029551,3.6516567436233283])",0.0
R036,"[trial, conference, loss, actually, international, detail., computer, clear, girl, financial, drug, perhaps., experts, discuss, ongoing, developments, research.]","(262144,[2162,13781,26092,64145,68649,72462,89777,93722,131519,132215,132975,146704,170555,177466,192742,196975,205460],[4.137164559405029,4.137164559405029,4.137164559405029,4.137164559405029,4.42484663185681,0.6871770135734415,4.830311739964974,2.8844015909096608,3.8187108282864943,4.607168188650764,3.914021008090819,4.830311739964974,4.270695952029551,0.691153161953081,0.6832166123573445,0.691153161953081,2.849310271098391])",1.0
F104,"[event, stand, right, officer., pm, eye, people, toward., realize, scientist, claim, actually, picture., —, shocking, claims, aliens, surface, internet.]","(262144,[3665,4254,23209,35623,38426,49574,57799,62242,65631,76162,132975,171923,178266,185559,198400,205472,214210,229166,231213],[0.6871770135734415,3.914021008090819,4.42484663185681,0.691153161953081,0.691153161953081,4.270695952029551,5.117993812416755,4.137164559405029,4.607168188650764,0.691153161953081,3.914021008090819,5.523458920524919,2.958509563063383,3.8187108282864943,0.691153161953081,4.607168188650764,4.019381523748645,4.019381523748645,4.137164559405029])",0.0
F000,"[newspaper, police, watch, option, past, break., old, animal, matter, compare, car, person, these., —, shocking, claims, hoax, surface, internet.]","(262144,[3665,16168,18270,35623,38426,71578,76162,101641,103586,121662,128077,152049,182235,198400,208838,210212,223600,229604,250555],[0.6871770135734415,4.830311739964974,4.607168188650764,0.691153161953081,0.691153161953081,4.019381523748645,0.691153161953081,2.60568818844064,4.607168188650764,5.117993812416755,3.914021008090819,3.914021008090819,4.270695952029551,0.691153161953081,3.5085558999826545,4.607168188650764,4.137164559405029,4.137164559405029,4.607168188650764])",0.0
R136,"[remain, stuff, party, beyond, sister., mean, carry, friend, claim., environment, show, read, present, fine., experts, discuss, ongoing, developments, education.]","(262144,[53570,63109,72462,74520,81210,93540,131709,159912,168886,177466,184195,192742,196975,199991,221812,232951,238500,245522,245731],[4.019381523748645,4.137164559405029,0.6871770135734415,4.137164559405029,3.8187108282864943,5.117993812416755,4.270695952029551,5.523458920524919,4.42484663185681,0.691153161953081,3.914021008090819,0.6832166123573445,0.691153161953081,2.6330871626287546,3.6516567436233283,3.8187108282864943,4.830311739964974,4.137164559405029,4.270695952029551])",1.0
F019,"[find, house, start, offer., product, director, describe, paper., hotel, democrat, learn, likely, too., —, shocking, claims, immortal, jellyfish, surface, internet.]","(262144,[3665,13981,16004,16293,31315,35623,38426,52306,52879,53777,76162,91031,91878,138845,166372,181087,192742,198400,211756,252018],[0.6871770135734415,4.137164559405029,3.914021008090819,4.137164559405029,4.830311739964974,0.691153161953081,0.691153161953081,2.7508701982851385,4.270695952029551,5.523458920524919,0.691153161953081,3.914021008090819,4.019381523748645,4.270695952029551,2.7508701982851385,3.914021008090819,0.6832166123573445,0.691153161953081,4.019381523748645,4.830311739964974])",0.0
R012,"[step, chair, product, high, to., hope, high, century, computer., experts, discuss, ongoing, developments, technology, breakthrough.]","(262144,[52879,56956,62790,72462,73445,128160,136020,177466,182329,192742,195459,196975,237377,237937],[4.270695952029551,2.579019941358479,4.270695952029551,0.6871770135734415,4.830311739964974,4.42484663185681,9.660623479929948,0.691153161953081,4.270695952029551,0.6832166123573445,2.7200985396183848,0.691153161953081,4.137164559405029,4.830311739964974])",1.0
R052,"[sure, successful, kind, cause, site., resource, machine, head, tough., reveal, option, statement, yard, tree, really., experts, discuss, ongoing, developments, education.]","(262144,[9144,21161,36456,62620,67483,72462,77772,79132,101160,128077,134125,142760,149910,172099,177466,192742,193711,196975,199991,234479],[4.830311739964974,4.019381523748645,4.019381523748645,4.607168188650764,4.830311739964974,0.6871770135734415,3.914021008090819,4.019381523748645,4.607168188650764,3.914021008090819,3.914021008090819,4.830311739964974,3.914021008090819,4.019381523748645,0.691153161953081,0.6832166123573445,4.019381523748645,0.691153161953081,2.6330871626287546,5.523458920524919])",1.0
R123,"[career, baby, role, model, employee, professor, whatever, together., newspaper, institution, notice, medical., step, natural, bill, suddenly, store, another, capital., experts, discuss, ongoing, developments, climate, change.]","(262144,[8500,27129,53307,58839,62790,66890,72462,73499,79055,100466,108726,176996,177466,183375,185509,192742,196975,205397,208158,208838,224485,239685,243056,253382,256508],[4.42484663185681,4.607168188650764,3.914021008090819,3.7316994512968646,4.270695952029551,5.523458920524919,0.6871770135734415,2.7508701982851385,4.607168188650764,4.137164559405029,4.019381523748645,3.577548771469606,0.691153161953081,3.914021008090819,2.849310271098391,0.6832166123573445,0.691153161953081,4.270695952029551,4.019381523748645,3.5085558999826545,4.830311739964974,4.270695952029551,4.019381523748645,4.42484663185681,4.270695952029551])",1.0
F040,"[unit, great, feeling, scientist, avoid, hit., eat, stuff, event, fear., several, long, front, unit., —, shocking, claims, government, cover-up, surface, internet.]","(262144,[3665,12199,31599,35623,38426,43583,56627,62242,76162,81210,84796,117829,132517,137733,139371,198400,202572,205472,206312,218360,261870],[0.6871770135734415,5.523458920524919,4.830311739964974,0.691153161953081,0.691153161953081,3.577548771469606,2.8844015909096608,4.137164559405029,0.691153161953081,3.8187108282864943,4.42484663185681,4.830311739964974,2.997730276216664,4.019381523748645,3.6516567436233283,0.691153161953081,4.019381523748645,4.607168188650764,4.607168188650764,3.7316994512968646,5.117993812416755])",0.0
R160,"[mother, see, resource, front, concern., style, occur, report, woman., experts, discuss, ongoing, developments, climate, change.]","(262144,[8359,8538,15313,72462,73241,73499,134304,146942,149910,177466,185509,192742,196975,218360,245426],[5.117993812416755,4.270695952029551,4.137164559405029,0.6871770135734415,4.270695952029551,2.7508701982851385,4.270695952029551,5.523458920524919,3.914021008090819,0.691153161953081,2.849310271098391,0.6832166123573445,0.691153161953081,3.7316994512968646,3.914021008090819])",1.0
F067,"[religious, event, network, true, staff, care, citizen., mr, rather, interview, treat, six, show, lead., —, shocking, claims, immortal, jellyfish, surface, internet.]","(262144,[3665,35623,38426,52306,76162,95840,97543,100985,109230,158661,160803,166372,192202,194240,198400,205472,242661,245731,250942,254292,259390],[0.6871770135734415,0.691153161953081,0.691153161953081,2.7508701982851385,0.691153161953081,4.607168188650764,4.607168188650764,4.607168188650764,4.270695952029551,4.607168188650764,4.830311739964974,2.7508701982851385,4.607168188650764,4.42484663185681,0.691153161953081,4.607168188650764,4.270695952029551,4.270695952029551,5.117993812416755,4.607168188650764,4.830311739964974])",0.0
R069,"[article, charge, agree., history, rule, time, need., experts, discuss, ongoing, developments, research.]","(262144,[61734,72462,87567,91431,93722,121517,173289,177466,192742,196975,243520,258188],[4.019381523748645,0.6871770135734415,4.42484663185681,4.607168188650764,2.8844015909096608,4.137164559405029,5.117993812416755,0.691153161953081,0.6832166123573445,0.691153161953081,5.523458920524919,4.830311739964974])",1.0
F160,"[game, stage, dinner, leg, attorney., maybe, none, allow, baby, total., —, shocking, claims, mind, control, surface, internet.]","(262144,[3665,35623,38426,76162,88279,110743,120594,138895,145718,150992,163314,165688,170688,176996,189827,198400,223518],[0.6871770135734415,0.691153161953081,0.691153161953081,0.691153161953081,5.117993812416755,5.117993812416755,3.7316994512968646,4.830311739964974,5.523458920524919,3.914021008090819,4.42484663185681,2.8154087194227095,2.920769235080536,3.577548771469606,4.42484663185681,0.691153161953081,4.019381523748645])",0.0
F053,"[serve, leader, chair, study, thousand., rise, manage, city, door, culture, without., right, institution, notice, may, per, shoulder., —, shocking, claims, hoax, surface, internet.]","(262144,[3665,11949,12650,35623,38426,42299,53307,54176,72176,76162,88124,91192,101641,120806,149724,182329,198400,205397,229166,229543,232869,233903,244988],[0.6871770135734415,4.137164559405029,4.137164559405029,0.691153161953081,0.691153161953081,4.019381523748645,3.914021008090819,4.137164559405029,4.137164559405029,0.691153161953081,4.830311739964974,4.137164559405029,2.60568818844064,4.137164559405029,5.523458920524919,4.270695952029551,0.691153161953081,4.270695952029551,4.019381523748645,4.42484663185681,4.019381523748645,4.270695952029551,5.117993812416755])",0.0
R074,"[run, million, compare, party, blue, thought., beat, blue, break, figure, challenge, above., wait, kind, maintain., experts, discuss, ongoing, developments, education.]","(262144,[15755,18270,31839,34614,55307,72462,79132,103048,124348,150069,161230,163674,177466,181001,184195,192742,196975,199991,259901],[4.830311739964974,4.607168188650764,3.914021008090819,4.607168188650764,4.019381523748645,0.6871770135734415,4.019381523748645,8.541391904059102,4.270695952029551,3.8187108282864943,5.117993812416755,4.607168188650764,0.691153161953081,4.137164559405029,3.914021008090819,0.6832166123573445,0.691153161953081,2.6330871626287546,4.42484663185681])",1.0
R007,"[yet, worry, policy, court., pm, mrs, reason, address, activity, whether., must, dark, perhaps, fire, step, cover., experts, discuss, ongoing, developments, election.]","(262144,[5078,41348,62790,72462,90683,91799,117975,129811,137415,157120,158421,177466,189843,192742,196975,207150,214210,229305,229407,253518,260401],[4.607168188650764,2.7508701982851385,4.270695952029551,0.6871770135734415,4.270695952029551,4.607168188650764,4.42484663185681,5.523458920524919,4.137164559405029,3.8187108282864943,4.270695952029551,0.691153161953081,5.117993812416755,0.6832166123573445,0.691153161953081,3.8187108282864943,4.019381523748645,4.42484663185681,3.8187108282864943,4.019381523748645,4.607168188650764])",1.0
R119,"[child, mr., general, gas, minute, already, cause., instead, continue, goal, discover., experts, discuss, ongoing, developments, climate, change.]","(262144,[2306,39239,52351,68657,72462,73499,103863,111229,113241,157150,159884,174703,177466,185509,192742,196975,246840],[4.270695952029551,4.270695952029551,4.019381523748645,4.137164559405029,0.6871770135734415,2.7508701982851385,4.830311739964974,4.607168188650764,4.42484663185681,5.117993812416755,4.42484663185681,5.117993812416755,0.691153161953081,2.849310271098391,0.6832166123573445,0.691153161953081,5.117993812416755])",1.0
R087,"[foot, west, still, son, tree, pick, piece., approach, order, agent, sometimes, south., deal, crime, throw, card, other., experts, discuss, ongoing, developments, budget, report.]","(262144,[30600,31536,33803,40872,48885,72462,98586,104220,105729,146984,153744,165865,170530,177466,192742,193711,195055,196975,198239,201479,204253,206397,232384],[2.661258039595451,4.830311739964974,3.914021008090819,3.8187108282864943,4.270695952029551,0.6871770135734415,4.019381523748645,3.8187108282864943,4.137164559405029,4.607168188650764,5.117993812416755,4.137164559405029,4.607168188650764,0.691153161953081,0.6832166123573445,4.019381523748645,2.5530444549552183,0.691153161953081,5.117993812416755,4.137164559405029,4.42484663185681,4.270695952029551,4.019381523748645])",1.0
F145,"[science, much, manage., near, recognize, push, service, memory, research, language., —, shocking, claims, miracle, drug, surface, internet.]","(262144,[3665,10077,13267,35623,38426,43756,76162,76764,115374,131016,143720,150278,173483,190787,198400,205460,237210],[0.6871770135734415,4.270695952029551,5.117993812416755,0.691153161953081,0.691153161953081,4.137164559405029,0.691153161953081,4.137164559405029,5.523458920524919,3.125563647726549,4.137164559405029,4.019381523748645,4.137164559405029,4.137164559405029,0.691153161953081,2.849310271098391,3.914021008090819])",0.0
R065,"[world, maybe, newspaper, six, network., sure, worry, capital, lot, wait, ago, others., bed, entire, republican, understand, single, view, music., experts, discuss, ongoing, developments, budget, report.]","(262144,[3928,21641,30600,51832,60080,72462,78833,88813,100985,117975,127691,134125,150069,162331,163314,177466,191624,192742,195055,196975,208838,221709,225159,244993,245599],[4.270695952029551,4.607168188650764,2.661258039595451,4.42484663185681,3.6516567436233283,0.6871770135734415,4.270695952029551,4.42484663185681,4.607168188650764,4.42484663185681,4.607168188650764,3.914021008090819,3.8187108282864943,4.830311739964974,4.42484663185681,0.691153161953081,4.270695952029551,0.6832166123573445,2.5530444549552183,0.691153161953081,3.5085558999826545,4.270695952029551,4.270695952029551,5.523458920524919,4.137164559405029])",1.0
R208,"[kind, year, start, happy, newspaper, outside., four, purpose, door, particular, contain, person., experts, discuss, ongoing, developments, budget, report.]","(262144,[16004,30600,72462,79132,82597,93307,101826,133192,177466,183411,192742,194681,195055,196975,208838,221315,233903,258630],[3.914021008090819,2.661258039595451,0.6871770135734415,4.019381523748645,4.137164559405029,4.42484663185681,5.523458920524919,4.137164559405029,0.691153161953081,4.830311739964974,0.6832166123573445,4.270695952029551,2.5530444549552183,0.691153161953081,3.5085558999826545,4.42484663185681,4.270695952029551,5.523458920524919])",1.0
R048,"[sure, score, college, officer, early, woman, time., somebody, attack, call, bring, partner, experience., four, policy, culture, institution, vote, ability, morning., experts, discuss, ongoing, developments, budget, report.]","(262144,[6872,30600,35501,43204,49918,53307,72462,86769,93307,109706,134125,135923,136531,152065,177466,179671,187436,192742,195055,196975,207150,219097,230689,232869,241244,245912],[4.607168188650764,2.661258039595451,4.019381523748645,4.42484663185681,4.607168188650764,3.914021008090819,0.6871770135734415,4.270695952029551,4.42484663185681,4.42484663185681,3.914021008090819,4.42484663185681,5.117993812416755,4.019381523748645,0.691153161953081,4.270695952029551,4.019381523748645,0.6832166123573445,2.5530444549552183,0.691153161953081,3.8187108282864943,4.270695952029551,4.830311739964974,4.019381523748645,5.523458920524919,4.830311739964974])",1.0
F076,"[exist, republican., person, since, congress, line, per, paper., month, store, real, practice, fund, body., —, shocking, claims, aliens, surface, internet.]","(262144,[3665,12650,35623,38426,43534,75181,76162,110078,152049,174475,178266,192742,198400,204984,208190,227256,233967,243056,257866,258654],[0.6871770135734415,4.137164559405029,0.691153161953081,0.691153161953081,5.117993812416755,4.137164559405029,0.691153161953081,4.42484663185681,3.914021008090819,3.8187108282864943,2.958509563063383,0.6832166123573445,0.691153161953081,4.42484663185681,4.607168188650764,4.019381523748645,4.270695952029551,4.019381523748645,4.019381523748645,4.42484663185681])",0.0
R019,"[soon, quite, air, table, girl, tonight., expect, nothing, official, generation, yeah., experts, discuss, ongoing, developments, policy.]","(262144,[13781,25462,44133,70152,72462,98424,111168,114395,116996,122832,133243,143057,177466,192742,196975,257347],[4.137164559405029,5.117993812416755,4.42484663185681,4.137164559405029,0.6871770135734415,4.607168188650764,4.42484663185681,4.137164559405029,4.830311739964974,2.8154087194227095,3.8187108282864943,4.019381523748645,0.691153161953081,0.6832166123573445,0.691153161953081,4.137164559405029])",1.0
